fsa,letter,numbers,lane,control,project,extra,sample.identifier,single.dilution,DNA.condition,identifiers.str,ratios.str,mix.dilution,template.nanograms,kit,Q,capillary,injection.seconds
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2a-0.378IP-Q0.8_003.20sec.fsa,C,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2a,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2a,,"","",43_44_45_46_47,1;1;2;1;1,M2a,0.378,IP,0.8,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2d-0.378IP-Q1.4_003.20sec.fsa,C,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2d,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2d,,"","",43_44_45_46_47,1;1;2;1;1,M2d,0.378,IP,1.4,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C03_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2a-0.75IP-Q0.8_003.20sec.fsa,C,03,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2a,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2a,,"","",48_49_50_29_30,1;1;2;4;1,M2a,0.75,IP,0.8,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2d-0.75IP-Q2.1_003.20sec.fsa,C,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2d,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2d,,"","",48_49_50_29_30,1;1;2;4;1,M2d,0.75,IP,2.1,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C05_Ladder-IP_003.20sec.fsa,C,05,Ladder,Ladder,"","",,"","","","","",,IP,"",003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2c-0.5IP-Q0.9_003.20sec.fsa,C,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2c,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2c,,"","",31_32_33_34_35,1;1;2;9;1,M2c,0.5,IP,0.9,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C07_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e-0.5IP-Q2.2_003.20sec.fsa,C,07,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2e,,"","",31_32_33_34_35,1;1;2;9;1,M2e,0.5,IP,2.2,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c-0.75IP-Q1.6_003.20sec.fsa,C,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2c,,"","",36_37_38_39_40,1;9;9;9;1,M2c,0.75,IP,1.6,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M1e-0.75IP-Q2.7_003.20sec.fsa,C,09,RD14-0003-36_37_38_39_40-1;9;9;9;1-M1e,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M1e,,"","",36_37_38_39_40,1;9;9;9;1,M1e,0.75,IP,2.7,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/C10_RB1011516LEA-IP_003.20sec.fsa,C,10,RB1011516LEA,RB1011516LEA,"","",,"","","","","",,IP,"",003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M3a-0.186IP-Q0.6_004.20sec.fsa,D,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M3a,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M3a,,"","",43_44_45_46_47,1;1;2;1;1,M3a,0.186,IP,0.6,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M3d-0.186IP-Q1.4_004.20sec.fsa,D,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M3d,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M3d,,"","",43_44_45_46_47,1;1;2;1;1,M3d,0.186,IP,1.4,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D03_RD14-0003-48_49_50_29_30-1;1;2;4;1-M3a-0.567IP-Q0.8_004.20sec.fsa,D,03,RD14-0003-48_49_50_29_30-1;1;2;4;1-M3a,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M3a,,"","",48_49_50_29_30,1;1;2;4;1,M3a,0.567,IP,0.8,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2d-0.567IP-Q2.1_004.20sec.fsa,D,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2d,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2d,,"","",48_49_50_29_30,1;1;2;4;1,M2d,0.567,IP,2.1,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D05_POS030116LEA-IP_004.20sec.fsa,D,05,POS030116LEA,POS030116LEA,"","",,"","","","","",,IP,"",004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2c-0.434IP-Q0.9_004.20sec.fsa,D,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2c,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2c,,"","",31_32_33_34_35,1;1;2;9;1,M2c,0.434,IP,0.9,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D07_Ladder-IP_004.20sec.fsa,D,07,Ladder,Ladder,"","",,"","","","","",,IP,"",004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c-0.6IP-Q1.6_004.20sec.fsa,D,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2c,,"","",36_37_38_39_40,1;9;9;9;1,M2c,0.6,IP,1.6,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M1e-0.6IP-Q2.7_004.20sec.fsa,D,09,RD14-0003-36_37_38_39_40-1;9;9;9;1-M1e,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M1e,,"","",36_37_38_39_40,1;9;9;9;1,M1e,0.6,IP,2.7,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/D10_POS1030116LEA-IP_004.20sec.fsa,D,10,POS1030116LEA,POS1030116LEA,"","",,"","","","","",,IP,"",004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M3a-0.09IP-Q0.6_001.20sec.fsa,E,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M3a,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M3a,,"","",43_44_45_46_47,1;1;2;1;1,M3a,0.09,IP,0.6,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M3d-0.09IP-Q1.4_001.20sec.fsa,E,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M3d,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M3d,,"","",43_44_45_46_47,1;1;2;1;1,M3d,0.09,IP,1.4,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E03_RD14-0003-48_49_50_29_30-1;1;2;4;1-M3a-0.279IP-Q0.8_001.20sec.fsa,E,03,RD14-0003-48_49_50_29_30-1;1;2;4;1-M3a,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M3a,,"","",48_49_50_29_30,1;1;2;4;1,M3a,0.279,IP,0.8,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2d-0.279IP-Q2.1_001.20sec.fsa,E,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2d,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2d,,"","",48_49_50_29_30,1;1;2;4;1,M2d,0.279,IP,2.1,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E05_NEG030116LEA-IP_001.20sec.fsa,E,05,NEG030116LEA,NEG030116LEA,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M3c-0.21IP-Q1.1_001.20sec.fsa,E,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M3c,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M3c,,"","",31_32_33_34_35,1;1;2;9;1,M3c,0.21,IP,1.1,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E07_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e-0.434IP-Q2.2_001.20sec.fsa,E,07,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2e,,"","",31_32_33_34_35,1;1;2;9;1,M2e,0.434,IP,2.2,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c-0.5IP-Q1.6_001.20sec.fsa,E,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2c,,"","",36_37_38_39_40,1;9;9;9;1,M2c,0.5,IP,1.6,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E09_Ladder-IP_001.20sec.fsa,E,09,Ladder,Ladder,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/E10_NEG1030116LEA-IP_001.20sec.fsa,E,10,NEG1030116LEA,NEG1030116LEA,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2c-0.75IP-Q0.9_002.20sec.fsa,F,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2c,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2c,,"","",43_44_45_46_47,1;1;2;1;1,M2c,0.75,IP,0.9,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2e-0.75IP-Q1.9_002.20sec.fsa,F,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2e,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2e,,"","",43_44_45_46_47,1;1;2;1;1,M2e,0.75,IP,1.9,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F03_RD14-0003-48_49_50_29_30-1;1;2;4;1-M3a-0.135IP-Q0.8_002.20sec.fsa,F,03,RD14-0003-48_49_50_29_30-1;1;2;4;1-M3a,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M3a,,"","",48_49_50_29_30,1;1;2;4;1,M3a,0.135,IP,0.8,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M4d-0.135IP-Q3.2_002.20sec.fsa,F,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M4d,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M4d,,"","",48_49_50_29_30,1;1;2;4;1,M4d,0.135,IP,3.2,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F05_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2a-0.75IP-Q0.9_002.20sec.fsa,F,05,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2a,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2a,,"","",31_32_33_34_35,1;1;2;9;1,M2a,0.75,IP,0.9,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2d-0.75IP-Q1.4_002.20sec.fsa,F,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2d,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2d,,"","",31_32_33_34_35,1;1;2;9;1,M2d,0.75,IP,1.4,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F07_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e-0.21IP-Q2.2_002.20sec.fsa,F,07,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2e,,"","",31_32_33_34_35,1;1;2;9;1,M2e,0.21,IP,2.2,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c-0.435IP-Q1.6_002.20sec.fsa,F,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2c,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2c,,"","",36_37_38_39_40,1;9;9;9;1,M2c,0.435,IP,1.6,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/F09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2e-0.5IP-Q2.6_002.20sec.fsa,F,09,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2e,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2e,,"","",36_37_38_39_40,1;9;9;9;1,M2e,0.5,IP,2.6,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2c-0.378IP-Q0.9_003.20sec.fsa,G,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2c,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2c,,"","",43_44_45_46_47,1;1;2;1;1,M2c,0.378,IP,0.9,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2e-0.378IP-Q1.9_003.20sec.fsa,G,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2e,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2e,,"","",43_44_45_46_47,1;1;2;1;1,M2e,0.378,IP,1.9,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G03_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2c-0.75IP-Q1.4_003.20sec.fsa,G,03,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2c,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2c,,"","",48_49_50_29_30,1;1;2;4;1,M2c,0.75,IP,1.4,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e-0.75IP-Q3.6_003.20sec.fsa,G,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2e,,"","",48_49_50_29_30,1;1;2;4;1,M2e,0.75,IP,3.6,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G05_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2a-0.5IP-Q0.9_003.20sec.fsa,G,05,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2a,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2a,,"","",31_32_33_34_35,1;1;2;9;1,M2a,0.5,IP,0.9,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2d-0.5IP-Q1.4_003.20sec.fsa,G,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2d,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2d,,"","",31_32_33_34_35,1;1;2;9;1,M2d,0.5,IP,1.4,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G07_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a-0.75IP-Q0.7_003.20sec.fsa,G,07,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2a,,"","",36_37_38_39_40,1;9;9;9;1,M2a,0.75,IP,0.7,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d-0.75IP-Q1.6_003.20sec.fsa,G,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2d,,"","",36_37_38_39_40,1;9;9;9;1,M2d,0.75,IP,1.6,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/G09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2e-0.435IP-Q2.6_003.20sec.fsa,G,09,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2e,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2e,,"","",36_37_38_39_40,1;9;9;9;1,M2e,0.435,IP,2.6,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M4c-0.186IP-Q1.2_004.20sec.fsa,H,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M4c,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M4c,,"","",43_44_45_46_47,1;1;2;1;1,M4c,0.186,IP,1.2,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M3e-0.186IP-Q2.0_004.20sec.fsa,H,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M3e,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M3e,,"","",43_44_45_46_47,1;1;2;1;1,M3e,0.186,IP,2.0,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H03_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2c-0.567IP-Q1.4_004.20sec.fsa,H,03,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2c,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2c,,"","",48_49_50_29_30,1;1;2;4;1,M2c,0.567,IP,1.4,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e-0.567IP-Q3.6_004.20sec.fsa,H,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2e,,"","",48_49_50_29_30,1;1;2;4;1,M2e,0.567,IP,3.6,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H05_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2a-0.434IP-Q0.9_004.20sec.fsa,H,05,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2a,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2a,,"","",31_32_33_34_35,1;1;2;9;1,M2a,0.434,IP,0.9,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2d-0.434IP-Q1.4_004.20sec.fsa,H,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2d,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2d,,"","",31_32_33_34_35,1;1;2;9;1,M2d,0.434,IP,1.4,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H07_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a-0.6IP-Q0.7_004.20sec.fsa,H,07,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2a,,"","",36_37_38_39_40,1;9;9;9;1,M2a,0.6,IP,0.7,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d-0.6IP-Q1.6_004.20sec.fsa,H,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2d,,"","",36_37_38_39_40,1;9;9;9;1,M2d,0.6,IP,1.6,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/H09_RB1011316LEA-IP_004.20sec.fsa,H,09,RB1011316LEA,RB1011316LEA,"","",,"","","","","",,IP,"",004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/A01_Ladder-IP_001.20sec.fsa,A,01,Ladder,Ladder,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/A02_RD14-0003-31_32-1;1-M2c-0.03IP-Q2.0_001.20sec.fsa,A,02,RD14-0003-31_32-1;1-M2c,"",RD14-0003,31_32-1;1-M2c,,"","",31_32,1;1,M2c,0.03,IP,2.0,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/A03_RB072115LEA-IP_001.20sec.fsa,A,03,RB072115LEA,RB072115LEA,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/B01_RD14-0003-31_32-1;1-M1a-0.25IP-Q1.2_002.20sec.fsa,B,01,RD14-0003-31_32-1;1-M1a,"",RD14-0003,31_32-1;1-M1a,,"","",31_32,1;1,M1a,0.25,IP,1.2,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/B02_RD14-0003-31_32-1;1-M1d-0.25IP-Q3.7_002.20sec.fsa,B,02,RD14-0003-31_32-1;1-M1d,"",RD14-0003,31_32-1;1-M1d,,"","",31_32,1;1,M1d,0.25,IP,3.7,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/B03_Ladder-IP_002.20sec.fsa,B,03,Ladder,Ladder,"","",,"","","","","",,IP,"",002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/C01_RD14-0003-31_32-1;1-M2a-0.126IP-Q1.2_003.20sec.fsa,C,01,RD14-0003-31_32-1;1-M2a,"",RD14-0003,31_32-1;1-M2a,,"","",31_32,1;1,M2a,0.126,IP,1.2,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/C02_RD14-0003-31_32-1;1-M2d-0.126IP-Q6.0_003.20sec.fsa,C,02,RD14-0003-31_32-1;1-M2d,"",RD14-0003,31_32-1;1-M2d,,"","",31_32,1;1,M2d,0.126,IP,6.0,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/C03_POS072215LEA-IP_003.20sec.fsa,C,03,POS072215LEA,POS072215LEA,"","",,"","","","","",,IP,"",003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/D01_RD14-0003-31_32-1;1-M2a-0.062IP-Q1.2_004.20sec.fsa,D,01,RD14-0003-31_32-1;1-M2a,"",RD14-0003,31_32-1;1-M2a,,"","",31_32,1;1,M2a,0.062,IP,1.2,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042516LEA_20sec)/D02_RD14-0003-31_32-1;1-M2d-0.062IP-Q6.0_004.20sec.fsa,D,02,RD14-0003-31_32-1;1-M2d,"",RD14-0003,31_32-1;1-M2d,,"","",31_32,1;1,M2d,0.062,IP,6.0,004,20
